video_id,trending_date,title,channel_title,category_id,views,likes,dislikes,comment_count
TIMlWb32X6Y,18.20.01,"Lagira Zhala Jee - लगिरा झला जी - Episode 230  - January 19, 2018 - Preview",zeemarathi,24,52252,96,18,14
Wn1tfxXcp3Y,18.27.01,Nandini 24th Jan 2018,SunTV Tamil,22,349221,1602,188,449
DGjs2c_FQmg,18.10.06,FOREIGNER Girlfriend VS INDIAN Girlfriend | So Effin Cray,So Effin Cray,24,2102168,58456,3106,3017
aOctSYoPLXk,18.27.05,"Haryanvi Top Mashup 4 | Gaurav Bhati, Ishika Tomar | Latest Haryanvi Songs Haryanavi 2018 | DJ Songs",Voice of Heart Music,10,529694,11345,1779,1436
a__HU4Tt6PE,18.28.03,ಡಾ ರಾಜ್ ಮೊಮ್ಮಗನ ಮದುವೆ ಸಂಭ್ರಮ ಹೇಗಿದೆ ನೋಡಿ,TV trends,24,416324,1040,301,39
KmTGHO9if3o,17.15.11,"CID - सी आ डी - Episode 554 - 13th November, 2017",Sony PAL,24,266941,1075,150,127
lfIhBu0TZBs,18.27.01,Moving on from Beme,CaseyNeistat,22,1854852,67224,5904,7449
ixeJyJtDcgE,18.05.05,Boys Vs Girls II Half Engineer II,Half Engineer,23,723969,47406,1382,2728
fRY7UWGFvdc,17.15.11,ഇടുക്കി ആശുപത്രിയിൽ രോഗികളെ ക്യൂവിൽ നിർത്തിയ ജീവനക്കാരിയുടെ ഇപ്പോഴത്തെ അവസ്ഥ കണ്ടോ ഞെട്ടി പോകും,Malayalam News Time,22,240162,3874,215,140
LjtEeG4oJpI,18.11.06,Vidya Vinayaka - ವಿದ್ಯಾ ವಿನಾಯಕ | Episode - 161 | Preview | 08 Jun 2018 | #ZeeKannada Serial,Zee Kannada,22,25464,39,8,1
rpYLkcetoIU,17.27.11,10 AWESOME LIFE HACKS!,Power Vision,26,319884,1167,337,134
#NAME?,18.30.04,"Extra Jabardasth | 04th May 2018 | Extra Jabardasth Latest Promo | Rashmi,Sudigali Sudheer",mallemalatv,24,1324050,7445,488,415
ImF8A_65p5g,18.26.01,"Jan Gan Man Ki Baat, Episode 187: Padmaavat And Karni Sena's Gundaism",The Wire,25,123692,7609,326,1275
uRUL4W8siNU,17.23.12,Types Of Teachers l The Baigan Vines,The Baigan Vines Official,24,91518,8405,299,978
zIPTP3TKUSg,18.02.06,Sare Karo Dab - Official Music Video | Zero To Infinity | Raftaar | Sonu Kakkar | Muhfaad,Zee Music Company,10,8475465,190174,10298,13250
VUH_DIgULc0,18.11.05,Deadpool 2 | Ranveer Singh | Final Hindi Trailer | Fox Star India | May 18,Fox Star India,24,9408434,103762,28860,29855
hOCzhd6TK4w,18.28.05,PM Narendra Modi Gets Grand Welcome In Bhubaneswar Airport,Kanak News,25,169808,1066,132,78
U09EYMi6aMc,18.25.01,ഭാവനയുടെ വിവാഹത്തിൽ ദിലീപ് എത്തിയപ്പോൾ | Dileep At Marriage Function,GOSSIP BAZAAR,24,336745,202,1011,173
p1-jfIipvwc,18.11.05,#2 How to get rid of Overthinking? By Sandeep Maheshwari I Hindi,Sandeep Maheshwari,22,485379,22903,419,2584
xxXZy_sKrtw,17.08.12,"Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Ep 2353 - 06th December, 2017",SAB TV,24,178060,744,145,64
iXaiTgxQyXY,17.26.11,Oye Firangi | The Kapil Sharma Show Season 2 Coming Soon | 25th November At 9 PM | Promo,SET India,24,851421,8198,491,557
rUWIZgMtZw0,18.13.02,Amma Kutti Amma Kutti Full Video Song | Jai Simha | Balakrishna | Natasha Doshi | KS Ravi Kumar,Aditya Music,10,1081323,16536,1649,1393
BHHIlEv_YdY,18.14.02,Dino James - Tujhe Meri Yadein Feat. Akriti Kakar [Official Video],Dino James,10,206127,38033,605,4040
LFs94KxPaSY,18.21.02,ScoopWhoop: When The Only Girl In Your Group Is Your Bro,ScoopWhoop,24,307737,12424,616,465
q7X__GRlZWE,18.28.05,Suspected chidlifter thrashed in Berhampur,OTV,25,211270,1275,105,80
G-8nPkjftpA,18.13.05,Ghadge & Suun - 12th May 2018 - घाडगे & सून,Colors Marathi,24,9793,18,8,1
bzMiBV19tio,18.02.05,TYPES OF PEOPLE IN A PARK | Hasley India,Hasley India,23,760633,33200,2920,1132
kYs_-iqfO_k,18.05.05,Bang Bang | Jordan Sandhu ft Navneet Kaur Dhillon | Jay K | Bunty Bains | Humble Music,Humble Music,10,3044329,46393,995,1020
b_YLYKFcAjU,18.24.05,ScoopWhoop: Emotional Stages Of Deciding Your College,ScoopWhoop,24,50172,3231,138,129
3-_vcf2CqBA,18.18.04,Actress Radha Bangaru Fires on Sri Reddy | SriReddy Pawan Kalyan Controversy | YOYO TV Channel,YOYO TV Channel,25,215768,9621,411,1889
aWX1tpNB4kw,17.15.12,Odiyan Teaser: Mohanlal’s Young New Look is Absolutely Stunning | Official | Shrikumar Menon,MovieDazzles,24,77223,875,76,49
qrks9Zu0f1w,18.31.03,102 Not Out | Official Trailer | Amitabh Bachchan | Rishi Kapoor | Umesh Shukla | In Cinemas May 4th,Sony Pictures India,24,9787214,145546,6135,6687
3Xl9vMA4gIg,18.18.04,MAAN KARENGI (Full Song) || SHERRY KANG || SONU KHANNA || APPIE RANDHAWA || BATTH RECORDS,Batth Records,24,282208,3927,235,113
GJjkh5Giub8,18.22.03,Casting Couch S3E1 Radhika Apte RETURNS with Amey & Nipun | #CCWAN3 #bhadipa,Bharatiya Digital Party,23,213869,6109,261,451
YpkJO_GrCo0,18.26.02,"Laung Laachi Title Song  Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Movie 2018",T-Series Apna Punjab,10,2446019,34399,1130,1740
3iqP6rANGJ0,18.16.02,The Bengali Single Anthem|Valentine's week Special|Gupi Bagha Returns |The Bong Guy feat DJ Bapon,The Bong Guy,23,249244,32507,1244,4015
IxyGgI0yV-0,17.08.12,"Shashi Kapoor Lifestyle - Income,Net Worth,Cars,Family and Etc",10 DEGREE INDIAN FACTS,24,34814,73,17,3
Le5kBwN6Vsg,17.14.12,Trump's Most Shameless Tweet Of 2017?,The Late Show with Stephen Colbert,24,1517027,22765,802,2165
3O8nkBoYQz0,18.09.02,🔴 [Live] Sarhali (Jalandhar) North India Federation Kabaddi Cup 08 Feb 2018,Kabaddi365.com,17,208999,1776,127,8
6rfESTBFjro,18.15.04,Babu Gogineni & his life partner in #SixthSense..This Sat & Sun at 9:30 PM on Star Maa,Star Maa,24,178574,1943,81,191
vB5iSOSfZpU,18.11.05,"Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Ep 2462 - 8th May, 2018",SAB TV,24,1334074,5042,875,288
OdWkNizbsKY,17.18.12,ಚಿರಂಜೀವಿ ಮಗಳ ಜೊತೆ ಪ್ರಭಾಸ್ ಮದುವೆ ಫಿಕ್ಸ್ | Actor Marriage,chandanavana,24,45561,61,79,23
FyEQ1kK4dQg,18.29.04,Bhramanam I Episode 55 – 27 April 2018 I Mazhavil Manorama,Mazhavil Manorama,24,205006,504,151,146
2rNTu1jFrDI,18.20.01,GIRLFRIEND vs BEST FRIEND || dhaval domadiya,Dhaval Domadiya,23,417935,9645,429,585
uDf_WLrM7gE,17.22.12,Dhakkad Yaar (Full Video)| Ajit Singh | Latest Punjabi Song 2017 | PTC Motion Pictures,PTC Motion Pictures,10,402570,14806,670,796
neiery7FVQ8,17.04.12,மந்திராவை கடத்தியது யார் தெரியுமா? |Deivamagal Episode 01/12/17 Tamil Serial,Tamil TV,24,81337,563,102,46
zFFV2Gr8LYo,18.06.04,Super Singer 6 | 7th & 8th April 2018 - Promo,Vijay Television,24,669294,8885,536,523
FlO-pcatSdQ,18.02.01,Adda 247 Night Classes - 8P.M.-11 P.M.  . - Starting 2nd January,Adda247 :Official Channel of BankersAdda & SSCAdda,27,14214,361,12,49
LZXH1S8XZmU,18.06.03,Manasu Mamata | 5th  March 2018 |Full Episode No 2221| ETV Telugu,etvteluguindia,24,189294,807,189,80
LBouZZqO0mc,18.24.05,Babbal Rai | Uche Uche Kad (Official Video) | Ranbir Singh | Desi Routz | New Song 2018,Speed Records,10,3877713,81572,8608,4885
eszAgtg-Z9U,18.17.05,Rinku Devi Is Hooked By Irrfan Khan's One Look - The Kapil Sharma Show,SET India,24,332340,1697,215,97
LDhZtrSE_wE,18.03.02,పొద్దున్నే మీ గ్యాస్ పొయ్యి  కింద ఇలా చేసి ఉపయోగిస్తే భర్త ధనవంతుడు అవ్వటానికి కారణం మీరే అవుతారు,Mana Telugu,22,26436,172,23,0
QhGMAV94G48,18.03.04,Fun Bucket | 126th Episode | Funny Videos | Telugu Comedy Web Series | By Sai Teja - TeluguOne,TeluguOne,23,199445,2522,321,319
vRbcku7xLd0,18.27.05,"Watch: CBSE Class 12 results declared, Meghna Srivastava is all India topper",Hindustan Times,25,271065,783,169,153
GTRvFJ_qoj0,18.01.04,हनुमान जयंती 2018 : जन्मे हे बजरंगी झूमो नाचो मंगल गाओ | Hanumanji Jaynti Bhajan | Rathore Cassettes,Rathore Cassettes,10,224988,1075,149,152
wKkmHM8IFbc,17.23.11,7 AWESOME LIFE HACKS!,Power Vision,26,177233,776,262,89
EG999UE24AE,18.19.01,Oil Tanker Blast | Making of Tiger Zinda Hai | Salman Khan | Katrina Kaif | Ali Abbas Zafar,YRF,1,503801,7596,381,380
sPFkFjz11VA,18.25.03,Kaalchakra II नवरात्र की नवमी पर 9 सुख II 24 March 2018 II,News 24,25,33332,337,47,46
95PoB-nEeAU,18.01.02,Vicky Gonder's father mehal singh raises questions on Punjab Police,ABP Sanjha,22,303286,2118,304,259
kPFF4iYp0iI,18.27.05,TYPES OF INDIAN SINGERS !,Love Rudrakash,24,30832,3013,321,512
UMJrpj2QUc8,18.11.06,जयडीसाठी शितल लावणार कौल|Lagira Zhala Jee|11 June 2018|Upcoming Twist|Nirom Marathi,NIROM मराठी,24,87589,324,44,26
VlDQAWVjYuY,18.19.05,6 DIN LADKI IN | Impress Any Girl In 6 Days | So Effin Cray,So Effin Cray,24,415042,30104,886,2549
DSLGz3UwAa0,18.24.01,சற்று முன் காமெடி நடிகர் ஜெகனுக்கு நடந்த சேரகம் - Comedy Actor Jegan,Thirty Seconds News,1,1324761,2229,1530,0
-9UM5SFwKRY,18.24.01,"Basant Panchami Special Bhajans I Anuradha Paudwal, Priya Bhattacharya, Debashish, Sadhana Sargam",T-Series Bhakti Sagar,10,524211,3734,689,602
D6GQ9Y8JZTs,18.20.05,Sembarathi | Episode - 153 | Best Scene |17 May 2018 | Tamil Serial,Zee Tamil,24,577465,1615,348,217
S7b6AzisWUU,18.19.03,Real Madrid vs Girona 6-3 All Goals & Highlights (FH) 18/03/2018 HD,Fazzer,17,636373,0,0,261
L9dMNjVtG4o,17.24.12,The Preparations | Exams - Part 3 | VIVA,VIVA,23,998944,29888,722,1802
lEUj2r5UZTg,17.19.12,Aruvi 2-Minute Review | Fully Filmy,Fully Filmy,1,133697,5093,176,298
1lD9Y8HR1cs,18.06.04,Kuladheivam SUN TV Episode - 889 (04-04-18),THIRU TV,24,279743,1001,248,39
QXjFt684nnM,18.28.02,শ্রীদেবীর মৃত্যুতে একি বলল প্রথম স্বামী মিঠুন চক্রবর্তী ??? মিডিয়ায় তোলপাড় !!,Reporter Jorina & Joe,24,1027587,1702,626,90
yeRAwhtyD3g,18.10.05,"Aa Gattununtaava Full Video Song - Rangasthalam Video Songs | Ram Charan, Samantha",Lahari Music | T-Series,10,2427505,41562,3305,2932
MCISsggVFDM,18.15.04,Manasu Mamata | 14th April 2018    |Full Episode No 2256| ETV Telugu,etvteluguindia,24,171080,509,273,183
yFFL1we4j_Y,18.02.03,Mill Lo Na - Guri Ft. Sukhe (Full Song) Jaani | Satti Dhillon | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,7660097,206706,12691,15302
IkNqmCkbI8Q,18.19.03,Ferrrari: Harsimran (Full Song) Prince Saggu | Latest Punjabi Songs 2018 | T-Series,T-Series Apna Punjab,10,815195,16293,1389,442
vFWlCsjWFMw,18.06.06,Tamizh Padam 2 Official Teaser | Shiva | Iswarya Menon | CS Amudhan | #TP2Teaser | Y Not Studios,Y Not Studios,24,5978785,165047,3438,6602
oz3IhrrTslw,17.13.12,"YCP Roja, Bandla Ganesh verbal war || Big News Big Debate || Rajinikanth TV9",TV9 Trending,25,436267,3899,742,2659
vFWlCsjWFMw,18.07.06,Tamizh Padam 2 Official Teaser | Shiva | Iswarya Menon | CS Amudhan | #TP2Teaser | Y Not Studios,Y Not Studios,24,6073361,165713,3486,6603
Jlbs-kVZB5s,18.11.06,"Kumkum Bhagya - Episode 1117  - June 08, 2018 - Preview",Ditto TV,24,1058202,2834,290,124
Z6L452Geb3Y,18.02.02,Rahul Dit-o | Nangansiddu | New Kannada Rap | Dj Lethal A | Team ALL OK,ALL OK,10,103190,0,0,2770
BVelWBi82PE,18.15.03,Jump Cuts | Mini Series | Promo - Episode 01,Jump Cuts,23,621135,30918,849,1348
fBsXBjn-6W0,18.28.04,BOY'S DAD vs GIRL'S DAD | ADHU IDHU WITH AYAZ #3 | Black Sheep,Black Sheep,24,632313,36684,527,2871
88-AWKZzH7I,18.17.04,Pichwada Khuja Do - Bakchodi Ki Hadd - Ep 30 -TST,TroubleSeekerTeam,23,529505,28133,1629,2137
wSfrvzagyFA,18.18.01,Challenging Star Darshan Visits Chamundeshwari Temple In His New 'Lamborghini' Car,Public TV | ಪಬ್ಲಿಕ್ ಟಿವಿ,25,71597,353,39,13
3BF-iAMjciE,17.14.11,मृत अनिकेत कोथळेंच्या मुलीचा आर्त सवाल,ZEE 24 TAAS,25,37616,17,0,5
9s1jd9u5uIs,18.09.05,சந்திரலேகா | CHANDRALEKHA | Sun TV | Tamil | Mega Serial | Episode 1080 - 08th May 2018,Saregama TVShows,24,191551,1201,232,159
FeUNRCV24jE,18.02.02,"31 january को आसमान में होगा Blue Supermoon का ये चमत्कार, देखना बिल्कुल ना भूलें",News Now,25,48193,436,26,30
rYY0gf2-eLc,18.21.05,Sudigaali Sudheer Performance | Extra Jabardasth | 18th May 2018 | ETV Telugu,ETV Jabardasth,22,1966852,8958,1505,968
nnWM9LsDOiw,17.04.12,IND Vs SL Day 2: IND strike early after 536/7 declared with Virat 243 | Headlines Sports,Headlines Sports,17,360351,2002,368,60
XNqdFxwtuo4,18.17.05,TSP's If Directors Were Teachers,The Screen Patti,24,634419,36632,3310,2645
1b9oQiBHMpU,18.03.05,"Dilli Ki Chori | Vicky Thakur, Neha Qureshi | Ghanu Music | New Most Popular Haryanvi Songs 2018",Voice of Heart Music,10,155154,3731,369,285
jMRrE7_dmLM,18.23.02,Uppum Mulakum│Flowers│Ep# 544,Flowers Comedy,24,622430,3649,479,456
o39s-MNM2to,18.04.06,Kit Kat (Full Video) | Sukhman | Desi Crew | New Song 2018 | Speed Records,Speed Records,10,1346695,46797,520,1480
9oyKePWRi8Y,17.29.12,Best of 2017 | Dude Perfect,Dude Perfect,17,6969112,324853,3151,16270
Vsc3xzOm7pQ,17.09.12,HAR EK FRIEND KAMEENA HOTA HAI II NAZARBATTU II,Nazar Battu Productions,23,329887,17364,1439,921
TEdocRGphHI,18.15.03,US Bangla বিমানের পাইলটের শেষ কথা ! দেখুন কি বলেছিলেন পাইলটরা,Desh News,25,832732,1830,651,201
bqx08H6wfI0,18.14.04,"Beautiful Love Lyrical | Naa Peru Surya Naa Illu India Songs | Allu Arjun, Anu Emannuel",Aditya Music,10,998200,39258,3944,3234
CFgGmk3KGmQ,18.18.05,VILLAGE BOY vs CITY BOY | ADHU IDHU WITH AYAZ | BLACK SHEEP,Black Sheep,24,450598,25158,527,1861
jlG0zlSm4zA,18.08.01,Kuladheivam SUN TV Episode - 817 (06-01-18),THIRU TV,24,196814,654,197,37
4VW0Ojqcs1s,18.15.03,"''காட்டுத் தீயில் சிக்கி 2 மணி நேரமாக தவித்தோம்'' - விஜயலட்சுமி, தீயில் சிக்கி மீட்கப்பட்டவர்",Puthiya Thalaimurai TV,25,321436,752,166,169
WvOwrLP6Qgs,18.04.04,RCB Official Fan Song | # EeSalaCupNamde | 4K | Ullas Gowda | Abhishek Yadav | Suprith Vasishta,Anand Audio,24,173129,7102,481,311
vWFq2T5j390,18.30.04,North Indians v/s South Indians | Stand Up Comedy By Rahul Subramanian,Random Chikibum,24,470547,12247,1431,895
Dsvs0JUVKk8,18.27.05,38 PLASTIC BOTTLE LIFE HACKS YOU SHOULD KNOW,5-Minute Crafts,26,1543336,11790,1297,642
1KiBhy7Sex0,18.15.04,Awkward Moment With Chemists | Being Indian,BeingIndian,23,461877,11804,1027,602
eQ7TSo0goj0,17.31.12,"Kids special शैतान बच्चे परेशान मास्टर part 2 rajasrhani hariyani comedy,",Murari Ki Kocktail,1,148934,5284,320,355
O6Z6-F2629M,17.24.12,Tiger Zinda Hai PUBLIC REVIEW | First Day First Show | Salman Khan | Katrina Kaif,Bollywood Spy Hindi,24,371335,5194,768,612
XvIpLfV5GKo,18.17.03,The Chainsmokers - Everybody Hates Me (Audio),ChainsmokersVEVO,10,1794534,128375,1913,7762
UX6jUMGmtxM,18.04.04,When Angrezi Babu Meets Desi Mem feat. Sapna Choudhary | Aashqeen,Aashqeen,23,1044126,101857,5520,7673
UaZ_ZMwXbtI,18.14.03,போலீஸ் காலால் உதைத்து கர்பிணி பெண் மரணம்!!.... தமிழ்நாடு காவல்துறைக்கு எச்சரிக்கும் மக்கள்!,Kollywoodcentral,24,770566,22106,1006,3095
SHFG54Q3JNI,18.20.03,Chinese Hackers Are Targetting Indians On WhatsApp,Kanak News,25,43059,667,24,18
gkAUiba8Lb8,17.29.11,"ഹാദിയ കേസില്‍, ഇന്ന് സംഭവിച്ചത് | Oneindia Malayalam",Oneindia Malayalam | വണ്‍ഇന്ത്യ മലയാളം,25,74706,266,41,115
BSzFZeE2Bu8,17.10.12,"Narendra Modi latest speech, नीच कहने वाले को फाड् डाला Mani Shankar Aiyar कांग्रेस काँपने लगी",Pyara Hindustan,25,173740,2404,258,385
R7RjzBu54PE,18.12.01,When Kamina Friend Sees Your Hot Girlfriend | So Effin Cray,So Effin Cray,24,257014,13973,455,795
Mel7yaTe-I8,18.22.02,SnG: WTF Are Bollywood Award Shows? feat. Varun Grover | Big Question S2 Ep29,SnG Comedy,23,91069,3209,133,481
4wOa74FTGLA,18.12.03,For long and Silky Hair |7 రోజులపాటు ఈ మిశ్రమం రాస్తే మీ జుట్టు ఎంతో పొడవుగా ఎదుగుతుంది,Natural HealthCare,26,111735,761,124,63
n8LXFwB1b4s,18.18.01,బోరబండలో ఇడ్లీలు అమ్ముకునేది నన్ను అంత మాట అంటుందా || Rakesh Master about Sekhar Master Wife,Mr.Venkat,24,270570,1359,126,158
U_Jr7xojRog,18.02.04,"Seemarekha - Episode 139  - April 2, 2018 - Preview",zeebangla,24,235387,867,37,16
RmkDc6lHWi8,17.19.12,Konchem Touch Lo Unte Chepta Season 3 - Akhil Akkineni Promo 2 - Pradeep Machiraju,Pradeep Machiraju,22,455439,2806,138,115
uNA30cSwHUk,18.14.05,Making of Mahanati | Keerthy Suresh | Vijay Devarakonda | Samantha | Women In #MAHANAT|,Filmylooks,24,44946,172,37,1
yR1OwH_gmiI,17.19.12,"Okka Ammayi Thappa Full Movie - 2017 Latest Telugu Full Movie - Sundeep Kishan, Nithya Menon",Bhavani HD Movies,24,1253339,5443,646,530
y6YY8-k9Cwg,17.14.11,7 DAILY HABITS OF SELF MADE MILLIONAIRES (HINDI),SeeKen,27,103239,7191,91,746
fDyK4NLerc8,17.30.11,రజినీకాంత్ ని బిచ్చగాడు అనుకొని ఓ మహిళ 10 రూపాయలు దానం.. || Woman Thought Rajinikanth As A Beggar,OmFut,24,70732,671,58,35
rPbdpWppb-A,18.15.02,Hridayathil Sookshikkan Epi 39 14-02-18 (Download & Watch Full Episode on Hotstar),Asianet,24,18694,69,15,9
1T5dBuOA4Us,18.27.01,"Sainika Lyrical | Naa Peru Surya Naa illu India Songs | Allu Arjun, Anu Emmanuel, Vakkantham Vamsi",Aditya Music,10,2225890,94320,8644,8055
WgjWKHdI0vM,18.13.03,Current Affairs Live At 7:00 am | 12th March 2018 | करंट अफेयर्स लाइव | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,49458,5058,51,300
XA24uqrtU7s,17.24.11,Undavalli Said I want to apologize Chandrababu Naidu in the presence of all media ll 2day 2morrow,2Day 2Morrow,24,54693,290,89,67
qcPWjww3EN4,17.18.11,இவர் கூறுவதை கேளுங்கள்,Viral Video News,25,72974,2247,23,146
duCd0Gy-k14,18.04.01,ARS vs CHE 2-2 All Goals & Highlights 03/01/2018 HD,Wrsh98,17,1246408,7302,571,1025
saNC0oA2NH4,17.10.12,ஸ்ருதி ஹாசன் திருமணம் வீடியோ | Tamil Cinema News | Kollywood News | Tamil Hot,Kollywood Times,24,150708,158,128,21
tAQOYR3xtPY,18.03.04,தமிழக அரசு கலைப்பு? வெடிக்கும் வன்முறை! Tamil nadu latest news,UNIVERSE T.V.,22,244408,1524,223,105
JIwQ0ck1L4M,18.06.03,Every Telugu Commercial Movie Trailer Ever | Korukutha Theatrical Troller | Chai Bisket,Chai Bisket,24,127633,5826,215,777
si-SWBSJvTI,18.21.05,Kismat | (Full HD ) | Gustakh Aulakh Ft Gagaan Chahal | New Punjabi Songs 2018 | Latest Punjabi Song,Jass Records,10,323801,9483,327,642
pSYlHYyAmPU,18.20.02,"Lagira Zhala Jee - लगिरा झला जी - Episode 256  - February 19, 2018 - Preview",zeemarathi,24,154740,484,42,20
tVhv2pNweTc,18.16.03,Passport FULL MOVIE | New Gujarati Film 2018 | Malhar Thakar & Anna Ador,Shemaroo Gujarati,22,129887,3425,65,312
3Kwpk9J8tJM,17.15.11,Bigg Boss Season 11 - Day 42 - 13th November 2017 - बिग बॉस,Colors TV,24,97993,327,57,339
HQu8yBRX8QU,18.05.03,19 Morning Routine Pranks / Funny Pranks!,Troom Troom,26,1033619,17411,1182,1480
LJayEyOwa5Q,18.04.05,Ishq Mein Marjawan - 2nd May 2018 - इश्क़ में मरजावाँ,Colors TV,24,277295,888,113,43
bmkYc2aODSk,17.13.12,ಮದುವೆಯಾಗಿ ಎರಡು ತಿಂಗಳಿಗೇ ಜಗಳ ಮಾಡಿಕೊಂಡ ಸಮಂತಾ ಮತ್ತು ನಾಗ ಚೈತನ್ಯ | Stars After Wedding,chandanavana,24,104267,143,96,26
O7SyrJCf2ck,17.20.11,Jr NTR and Ram Charan in SS Rajamouli multi starrer? - TV9 Entertainment,TV9 Entertainment,24,101298,1186,129,360
ezEY4FnptF8,17.09.12,Divya Agarwal WARNS Priyank Sharma To STAY AWAY From Hina Khan | DIVYANK | Bigg Boss 11,TellyMasala,25,745761,5738,1290,2561
BKalFr97rZY,18.17.05,Purushottam Maas Katha - Day 1 | पुरुषोत्तम मास के पहले दिन की कथा | Adhik Maas | मल मास | Boldsky,Boldsky,26,56533,451,71,4
DG3jg7ShTEM,18.21.01,"Gayatri Gupta supports RGV's GST, hence a pimp || Social activist Lakshmi - TV9 Trending",TV9 Trending,25,93450,372,129,370
u6zjeAraXlU,17.28.11,(25/11/2017) Kelvikkenna Bathil | Exclusive Interview with TTV Dhinakaran | Thanthi TV - Pandey,Thanthi TV,25,316797,2420,389,945
7ZuY-Spr3Yo,18.06.06,Bokul Kotha | Episode - 157 | Preview | 05 Jun 2018 | Bangla Serial,Zee Bangla,24,333386,1064,72,49
p86oUHE2IFA,18.11.06,Avane Srimannarayana - Official Teaser | Rakshit Shetty | Shanvi Srivastava | Balaji Manohar,Paramvah Studios,1,1184057,37983,1100,1776
X9y6nJDchMM,18.21.04,"Why Dilpreet Baba's mother tense about her son ? ਜਾਣੋ, ਦਿਲਪ੍ਰੀਤ ਬਾਬੇ ਦੀ ਮਾਂ ਕਿਓਂ ਹੈ ਫਿਕਰਮੰਦ...",Daily Post Punjabi,25,123767,1016,131,163
X5KOXfIqD1Q,18.30.04,ધવલ દોમડીયા પાન ના ગલ્લા વાડો || dhaval domadiya,Dhaval Domadiya,24,474063,9839,479,462
CixoPJ-BUGw,17.20.12,Sippy Gill : Peg Yaaran De ( Full Song ) | Latest Punjabi Song 2017 | Tanvi Nagi | Laddi Gill,Lokdhun Punjabi,10,1759960,52021,1303,994
7fXh6Cru7Mw,18.21.01,Kuladheivam SUN TV Episode - 827 (20-01-18),THIRU TV,24,136017,509,217,65
Q6M255BZ0HU,18.13.05,YOU INDIA YOU LOSE,PewDiePie,24,4014269,311846,23838,64316
Y0D6Fn9y7VE,18.06.05,Ama Ghara Laxmi | Full Ep 622 | 4th May 2018 | Odia Serial – TarangTV,Tarang TV,24,80610,214,43,26
PsldHmrxEqw,17.15.12,Trump Walks Back His Roy Moore Endorsement,The Late Show with Stephen Colbert,24,1697140,27878,670,2027
s1kSRMpxFhg,18.05.05,The Big Bang Theory 11x23 Sneak Peek #3 The Sibling Realignment (HD) Jerry O’Connell as Georgie,TV Promos,24,250304,1226,31,156
QioFeesI1qw,18.12.02,Dino James - Tujhe Meri Yadein feat. Akriti Kakar [Teaser],Dino James,10,272246,15284,171,1047
m43QNwUkCUI,18.09.01,Rajini and Kamal Mass Entry in Malaysia | Natchathira Vizha 2018 | Latest News,IndiaGlitz Tamil Movies | Interviews | Shooting Spot | Review | Gossip,24,165162,1519,384,207
CUMjSGpUu9U,17.16.12,Aruvi review by prashanth,tamilcinemareview,1,156825,4513,178,325
uuR0-ynvmrY,18.20.03,"#188-आज का राशिफल।।Daily Rashifal 18 मार्च 2018।।Aaj Ka Rashifal 18 March 2018,Sunday/AstroMitram",AstroMitram,22,162446,1339,274,99
6KeeVRc6P_Q,18.21.03,Nenjam Marappathillai | 19th & 23rd March 2018 - Promo,Vijay Television,24,437987,1194,132,134
u6zjeAraXlU,17.29.11,(25/11/2017) Kelvikkenna Bathil | Exclusive Interview with TTV Dhinakaran | Thanthi TV - Pandey,Thanthi TV,25,362899,2582,405,982
3ogNCPZ9sdU,17.29.11,வள்ளி | VALLI | Sun TV | Tamil Serial | Episode 1435 - 27th November 2017,Saregama TVShows,24,147089,736,148,106
KhGyqT58vEY,18.19.05,Alia Bhatt in Aap Ki Adalat,IndiaTV,25,3896398,45484,5126,5210
rHX7lHnuAw0,18.02.01,"All in One Super Entertainer Promo | 01st January 2018 | Dhee 10, Jabardasth, Extra Jabardasth",mallemalatv,24,201638,1173,97,84
pE1A3XNNBzQ,18.31.05,The Sanskari Ladka FT. Old Delhi Films | Hasley India,Hasley India,23,330885,16653,641,400
_KRN6cxGZvs,18.17.05,KARNATAKA ELECTIONS 2018 LIVE RESULTS,TIMES NOW,25,1174278,2638,804,243
k6VdVviZFRg,18.17.04,La La La (Reprise) - Arjun Kanungo | Bilal Saeed,Desi Music Factory,10,373001,18904,505,634
grdrnzncy-8,18.02.02,జనవరి 31 గ్రహణ సమయం ఎంతో తెలుసా..? | 31 January 2018 Grahan Time Telugu | Chandra Grahanam Timings,Pooja TV Telugu,24,147927,289,66,17
srsvEt9LKeY,18.24.04,Azhagu - Tamil Serial | அழகு | Episode 128 | Sun TV Serials | 23 April 2018 | Revathy | Vision Time,Vision Time Tamil,24,129476,684,115,57
ywruD49dUzE,18.03.03,CARRY OVER (Mark Angel Comedy) (Episode 149),MarkAngelComedy,24,432936,14225,259,2162
70--WeRaQX0,18.20.02,ಚಂದು ಗೊಂಬೆಯ ಅದ್ಧೂರಿ ಮದುವೆ ಕಾರ್ಯಕ್ರಮ ಹೇಗಿತ್ತು ನೋಡಿ,Filmy Duniya,22,99507,250,43,35
